case,sex,expectancy,age,transition,effect
1,m,h,3,UU,0.15269323726996206
1,m,h,4,UU,0.15651771688143695
1,m,h,5,UU,0.16106058981803145
1,m,h,6,UU,0.16580007077901746
1,m,h,7,UU,0.1704432536522929
1,m,h,8,UU,0.1748109248106007
1,m,h,9,UU,0.1787813370255365
1,m,h,10,UU,0.18226271515569978
1,m,h,11,UU,0.18517994899332202
1,m,h,12,UU,0.18746838496781598
1,m,h,13,UU,0.18907121652677147
1,m,h,14,UU,0.18993871948611088
1,m,h,15,UU,0.1900284376033582
1,m,h,16,UU,0.18930584989296348
1,m,h,17,UU,0.18774526416753126
1,m,h,18,UU,0.18533078802565445
1,m,h,19,UU,0.18205728187853562
1,m,h,20,UU,0.17793122503386943
1,m,h,21,UU,0.1729714387351166
1,m,h,22,UU,0.1672096163257462
1,m,h,23,UU,0.16069061409247898
1,m,h,24,UU,0.15347245896259543
1,m,h,25,UU,0.14562603242647704
1,m,h,26,UU,0.13723439478581317
1,m,h,27,UU,0.12839172085738992
1,m,h,28,UU,0.11920182823769075
1,m,h,29,UU,0.10977629267344585
1,m,h,30,UU,0.10023216232236525
1,m,h,31,UU,0.09068930378092588
1,m,h,32,UU,0.08126743735338873
1,m,h,33,UU,0.07208294625205279
1,m,h,34,UU,0.06324557270790783
1,m,h,35,UU,0.0548551410516399
1,m,h,36,UU,0.04699847068754853
1,m,h,37,UU,0.039746656928836256
1,m,h,38,UU,0.03315290101711797
1,m,h,39,UU,0.027251058670005976
1,m,h,40,UU,0.022055046473842287
1,m,h,41,UU,0.017559196391218362
1,m,h,42,UU,0.013739582153577233
1,m,h,43,UU,0.010556262054094987
1,m,h,44,UU,0.007956298598078249
1,m,h,45,UU,0.005877337261504655
1,m,h,46,UU,0.004251466238147027
1,m,h,47,UU,0.0030090477153315548
1,m,h,48,UU,0.0020822167621753905
1,m,h,49,UU,0.0014077884790445708
1,m,h,50,UU,9.293926037538099e-4
1,m,h,51,UU,5.98755227638417e-4
1,m,h,52,UU,3.761526107806998e-4
1,m,h,53,UU,2.3015402320856316e-4
1,m,h,54,UU,1.3683398003927147e-4
1,m,h,55,UU,7.866104091940618e-5
1,m,h,56,UU,4.3261186699088973e-5
1,m,h,57,UU,2.2217592228326147e-5
1,m,h,58,UU,1.0020338704984582e-5
1,m,h,59,UU,3.239548423623436e-6
1,m,h,60,UU,0
1,m,h,61,UU,0
1,m,u,0,HH,1.6405725937294977
1,m,u,1,HH,1.631072341077495
1,m,u,2,HH,1.6199765872127816
1,m,u,3,HH,1.6074526162807918
1,m,u,4,HH,1.5935351645385085
1,m,u,5,HH,1.5781915810932285
1,m,u,6,HH,1.5613539913932382
1,m,u,7,HH,1.5429356729495476
1,m,u,8,HH,1.5228398340401075
1,m,u,9,HH,1.5009647573753189
1,m,u,10,HH,1.4772072585896527
1,m,u,11,HH,1.4514654378254563
1,m,u,12,HH,1.4236412259235383
1,m,u,13,HH,1.3936429879024572
1,m,u,14,HH,1.3613883226956067
1,m,u,15,HH,1.3268071298914401
1,m,u,16,HH,1.2898449720083973
1,m,u,17,HH,1.2504667297501462
1,m,u,18,HH,1.208660520038063
1,m,u,19,HH,1.1644418183702516
1,m,u,20,HH,1.1178576961494182
1,m,u,21,HH,1.0689910492146744
1,m,u,22,HH,1.0179646559887665
1,m,u,23,HH,0.9649448633683002
1,m,u,24,HH,0.9101446576369864
1,m,u,25,HH,0.8538258392284346
1,m,u,26,HH,0.7962999882340847
1,m,u,27,HH,0.7379278874894338
1,m,u,28,HH,0.679117068352445
1,m,u,29,HH,0.6203171682195255
1,m,u,30,HH,0.5620128459616036
1,m,u,31,HH,0.5047140986643889
1,m,u,32,HH,0.44894396514210083
1,m,u,33,HH,0.3952237897271746
1,m,u,34,HH,0.3440564491654058
1,m,u,35,HH,0.29590820375272925
1,m,u,36,HH,0.251190099679406
1,m,u,37,HH,0.21024009187611403
1,m,u,38,HH,0.1733072362254742
1,m,u,39,HH,0.14053937306149533
1,m,u,40,HH,0.11197564871144433
1,m,u,41,HH,0.08754496785106886
1,m,u,42,HH,0.06707102773839502
1,m,u,43,HH,0.050283978570237635
1,m,u,44,HH,0.036838042362585026
1,m,u,45,HH,0.026333702087886355
1,m,u,46,HH,0.018342464121561826
1,m,u,47,HH,0.012431823672011422
1,m,u,48,HH,0.008188020925818999
1,m,u,49,HH,0.00523450393157132
1,m,u,50,HH,0.003244673609958035
1,m,u,51,HH,0.0019483582600742526
1,m,u,52,HH,0.0011323748981261978
1,m,u,53,HH,6.362961059485153e-4
1,m,u,54,HH,3.4500766058331395e-4
1,m,u,55,HH,1.7975047630741008e-4
1,m,u,56,HH,8.912413761775717e-5
1,m,u,57,HH,4.110111053927629e-5
1,m,u,58,HH,1.6608364969552204e-5
1,m,u,59,HH,4.812604929346496e-6
1,m,u,60,HH,0
1,m,u,61,HH,0
1,m,u,0,HU,3.408030157027932
1,m,u,1,HU,3.4027411552407196
1,m,u,2,HU,3.393224928687144
1,m,u,3,HU,3.379764264140583
1,m,u,4,HU,3.3623771371010234
1,m,u,5,HU,3.3409499521997406
1,m,u,6,HU,3.3153040844565305
1,m,u,7,HU,3.2852303315842395
1,m,u,8,HU,3.2505078132786474
1,m,u,9,HU,3.21091534003297
1,m,u,10,HU,3.166239205240684
1,m,u,11,HU,3.1162793814064043
1,m,u,12,HU,3.0608551296858897
1,m,u,13,HU,2.9998105441635032
1,m,u,14,HU,2.9330202998397263
1,m,u,15,HU,2.86039573512796
1,m,u,16,HU,2.7818913156518668
1,m,u,17,HU,2.6975114658593466
1,m,u,18,HU,2.6073177026711005
1,m,u,19,HU,2.511435952787351
1,m,u,20,HU,2.4100638781639585
1,m,u,21,HU,2.3034779708024833
1,m,u,22,HU,2.192040108500766
1,m,u,23,HU,2.0762031894247817
1,m,u,24,HU,1.9565153889634561
1,m,u,25,HU,1.8336225130317965
1,m,u,26,HU,1.7082678657513792
1,m,u,27,HU,1.5812890165332347
1,m,u,28,HU,1.4536108544236603
1,m,u,29,HU,1.326234370111119
1,m,u,30,HU,1.2002207226173374
1,m,u,31,HU,1.0766703413947816
1,m,u,32,HU,0.9566970943261213
1,m,u,33,HU,0.8413979196756595
1,m,u,34,HU,0.7318187660020264
1,m,u,35,HU,0.6289181841929092
1,m,u,36,HU,0.5335304281954989
1,m,u,37,HU,0.4463303851945872
1,m,u,38,HU,0.36780299541485195
1,m,u,39,HU,0.298219951073174
1,m,u,40,HU,0.23762630180681657
1,m,u,41,HU,0.18583908024378293
1,m,u,42,HU,0.14245917859440688
1,m,u,43,HU,0.10689649923803585
1,m,u,44,HU,0.07840698702659167
1,m,u,45,HU,0.056138717784686
1,m,u,46,HU,0.03918300521237076
1,m,u,47,HU,0.026625742558943927
1,m,u,48,HU,0.01759410948010495
1,m,u,49,HU,0.011294429593930832
1,m,u,50,HU,0.007038287036829442
1,m,u,51,HU,0.004255768189676731
1,m,u,52,HU,0.0024965397984943074
1,m,u,53,HU,0.0014210306244108902
1,m,u,54,HU,7.84950896038593e-4
1,m,u,55,HU,4.2062561650316123e-4
1,m,u,56,HU,2.1819383289078953e-4
1,m,u,57,HU,1.0885758318977098e-4
1,m,u,58,HU,5.134648069251388e-5
1,m,u,59,HU,2.18627159871112e-5
1,m,u,60,HU,7.1478762982012135e-6
1,m,u,61,HU,0
1,m,u,0,UH,0.015645466500208025
1,m,u,1,UH,0.0155548664955642
1,m,u,2,UH,0.01625360112906507
1,m,u,3,UH,0.017424319709954207
1,m,u,4,UH,0.018909756851751402
1,m,u,5,UH,0.020632453813085972
1,m,u,6,UH,0.02255509151008229
1,m,u,7,UH,0.02466053231135578
1,m,u,8,UH,0.026941554889351297
1,m,u,9,UH,0.029395411729778692
1,m,u,10,UH,0.032020807167553914
1,m,u,11,UH,0.03481609537314714
1,m,u,12,UH,0.037778091385609634
1,m,u,13,UH,0.04090118635269893
1,m,u,14,UH,0.04417661071618511
1,m,u,15,UH,0.04759176933944484
1,m,u,16,UH,0.05112961665052497
1,m,u,17,UH,0.05476806582856359
1,m,u,18,UH,0.058479442997419674
1,m,u,19,UH,0.0622300098812909
1,m,u,20,UH,0.06597958863725244
1,m,u,21,UH,0.06968133152842781
1,m,u,22,UH,0.07328168588231648
1,m,u,23,UH,0.0767206110081328
1,m,u,24,UH,0.07993210763480908
1,m,u,25,UH,0.08284512084955167
1,m,u,26,UH,0.085384873063410055
1,m,u,27,UH,0.08747467262201207
1,m,u,28,UH,0.08903822470162444
1,m,u,29,UH,0.09000244266506474
1,m,u,30,UH,0.09030071919989958
1,m,u,31,UH,0.0898765673606164
1,m,u,32,UH,0.08868748355253767
1,m,u,33,UH,0.0867088209314215
1,m,u,34,UH,0.08393739842091152
1,m,u,35,UH,0.08039451591615744
1,m,u,36,UH,0.07612801095683519
1,m,u,37,UH,0.07121298846327642
1,m,u,38,UH,0.06575089519772184
1,m,u,39,UH,0.05986670404647182
1,m,u,40,UH,0.05370412390720984
1,m,u,41,UH,0.0474189536909414
1,m,u,42,UH,0.041170936600872336
1,m,u,43,UH,0.03511471339168238
1,m,u,44,UH,0.0293906796985839
1,m,u,45,UH,0.024116676492633014
1,m,u,46,UH,0.01938144242876036
1,m,u,47,UH,0.015240606996204728
1,m,u,48,UH,0.011715706718246437
1,m,u,49,UH,0.008796300794103235
1,m,u,50,UH,0.00644481789997916
1,m,u,51,UH,0.004603372345755092
1,m,u,52,UH,0.003201532436212064
1,m,u,53,UH,0.002163964913795277
1,m,u,54,UH,0.0014170263048381099
1,m,u,55,UH,8.936808935520622e-4
1,m,u,56,UH,5.365132146821609e-4
1,m,u,57,UH,2.9898193720774335e-4
1,m,u,58,UH,1.4538797261235906e-4
1,m,u,59,UH,5.040189276314443e-5
1,m,u,60,UH,0
1,m,u,61,UH,0
1,m,u,0,UU,0.032500982801539346
1,m,u,1,UU,0.032450543765438385
1,m,u,2,UU,0.034045013346132365
1,m,u,3,UU,0.03663566346292639
1,m,u,4,UU,0.03989979984212131
1,m,u,5,UU,0.04367783759994656
1,m,u,6,UU,0.047892398149852695
1,m,u,7,UU,0.05250739234475418
1,m,u,8,UU,0.05750685837878172
1,m,u,9,UU,0.06288367397431842
1,m,u,10,UU,0.06863324997073046
1,m,u,11,UU,0.07474975106190883
1,m,u,12,UU,0.08122359952899823
1,m,u,13,UU,0.08803962790663447
1,m,u,14,UU,0.09517556001371619
1,m,u,15,UU,0.10260066514481267
1,m,u,16,UU,0.11027452106219358
1,m,u,17,UU,0.11814587467273835
1,m,u,18,UU,0.12615162358799983
1,m,u,19,UU,0.13421596656235202
1,m,u,20,UU,0.14224979066521948
1,m,u,21,UU,0.150150379902465
1,m,u,22,UU,0.157801544216251
1,m,u,23,UU,0.16507427866260008
1,m,u,24,UU,0.17182806859056823
1,m,u,25,UU,0.17791295567003373
1,m,u,26,UU,0.183172468957272
1,m,u,27,UU,0.18744750183195744
1,m,u,28,UU,0.19058117652511242
1,m,u,29,UU,0.19242468042432465
1,m,u,30,UU,0.19284398075550974
1,m,u,31,UU,0.1917272267995266
1,m,u,32,UU,0.188992534493592
1,m,u,33,UU,0.1845957238545527
1,m,u,34,UU,0.17853745652150466
1,m,u,35,UU,0.1708691152453097
1,m,u,36,UU,0.16169670036880798
1,m,u,37,UU,0.1511820142772825
1,m,u,38,UU,0.13954048735430366
1,m,u,39,UU,0.12703518709905548
1,m,u,40,UU,0.11396685353197729
1,m,u,41,UU,0.10066020876309563
1,m,u,42,UU,0.08744726311633862
1,m,u,43,UU,0.07464882533259905
1,m,u,44,UU,0.06255583885668431
1,m,u,45,UU,0.05141241785929095
1,m,u,46,UU,0.04140246123293043
1,m,u,47,UU,0.032641428082395826
1,m,u,48,UU,0.025174267201449683
1,m,u,49,UU,0.018979678170995988
1,m,u,50,UU,0.01397998188197929
1,m,u,51,UU,0.010055073543587131
1,m,u,52,UU,0.007058398377074498
1,m,u,53,UU,0.004832750639059503
1,m,u,54,UU,0.0032239749859824594
1,m,u,55,UU,0.0020912605325426655
1,m,u,56,UU,0.0013134923695994993
1,m,u,57,UU,7.918630585596795e-4
1,m,u,58,UU,4.49481977446303e-4
1,m,u,59,UU,2.2896586835418722e-4
1,m,u,60,UU,8.893903791725222e-5
1,m,u,61,UU,0
1,m,t,0,HH,26.332076971308602
1,m,t,1,HH,25.356008044076894
1,m,t,2,HH,24.377385627332842
1,m,t,3,HH,23.401308759599647
1,m,t,4,HH,22.43059411016126
1,m,t,5,HH,21.466982105821778
1,m,t,6,HH,20.511711883801357
1,m,t,7,HH,19.565799514507876
1,m,t,8,HH,18.630174714189916
1,m,t,9,HH,17.705749082497352
1,m,t,10,HH,16.793450671572405
1,m,t,11,HH,15.894241662788527
1,m,t,12,HH,15.009127305935648
1,m,t,13,HH,14.139160095720431
1,m,t,14,HH,13.28544110360135
1,m,t,15,HH,12.449119353423194
1,m,t,16,HH,11.631389602904186
1,m,t,17,HH,10.833488616436362
1,m,t,18,HH,10.056689864576773
1,m,t,19,HH,9.302296502073675
1,m,t,20,HH,8.571632430702905
1,m,t,21,HH,7.8660312329148905
1,m,t,22,HH,7.186822762954476
1,m,t,23,HH,6.535317203869004
1,m,t,24,HH,5.912786444326329
1,m,t,25,HH,5.320442702411697
1,m,t,26,HH,4.759414428981426
1,m,t,27,HH,4.23071966473122
1,m,t,28,HH,3.735237205501682
1,m,t,29,HH,3.273676149538726
1,m,t,30,HH,2.846544654539074
1,m,t,31,HH,2.454119011944852
1,m,t,32,HH,2.0964144347073805
1,m,t,33,HH,1.773159228004226
1,m,t,34,HH,1.483774236813714
1,m,t,35,HH,1.2273595984505903
1,m,t,36,HH,1.0026908252663984
1,m,t,37,HH,0.808226055225428
1,m,t,38,HH,0.6421258954219868
1,m,t,39,HH,0.5022866222145793
1,m,t,40,HH,0.3863865964356952
1,m,t,41,HH,0.29194464760760713
1,m,t,42,HH,0.21638796895189844
1,m,t,43,HH,0.1571258844062197
1,m,t,44,HH,0.11162487583676436
1,m,t,45,HH,0.0774796819672934
1,m,t,46,HH,0.05247526542499725
1,m,t,47,HH,0.03463508873719015
1,m,t,48,HH,0.022252434552733937
1,m,t,49,HH,0.013903309248919164
1,m,t,50,HH,0.008441517519878048
1,m,t,51,HH,0.004978443080522241
1,m,t,52,HH,0.002851567453023963
1,m,t,53,HH,0.0015865406708195557
1,m,t,54,HH,8.575807100582063e-4
1,m,t,55,HH,4.502097898883973e-4
1,m,t,56,HH,2.29085180263536e-4
1,m,t,57,HH,1.1228154689736995e-4
1,m,t,58,HH,5.214198801787678e-5
1,m,t,59,HH,2.194032900298254e-5
1,m,t,60,HH,7.1478762982012135e-6
1,m,t,61,HH,0
1,m,t,0,HU,20.319477814357015
1,m,t,1,HU,19.35353473725446
1,m,t,2,HU,18.400912039028167
1,m,t,3,HU,17.46623351078581
1,m,t,4,HU,16.552207534140297
1,m,t,5,HU,15.660593034861702
1,m,t,6,HU,14.792650659103872
1,m,t,7,HU,13.949354404551292
1,m,t,8,HU,13.13149058581315
1,m,t,9,HU,12.339703486243087
1,m,t,10,HU,11.57451587326527
1,m,t,11,HU,10.836337959525805
1,m,t,12,HU,10.125471461763212
1,m,t,13,HU,9.442112067022263
1,m,t,14,HU,8.786351973412662
1,m,t,15,HU,8.158183344072684
1,m,t,16,HU,7.557503077523121
1,m,t,17,HU,6.984119052925334
1,m,t,18,HU,6.437757856556207
1,m,t,19,HU,5.918073887805945
1,m,t,20,HU,5.424659655396554
1,m,t,21,HU,4.957056995798419
1,m,t,22,HU,4.514768870969451
1,m,t,23,HU,4.097271330339333
1,m,t,24,HU,3.704025153842828
1,m,t,25,HU,3.3344866324269082
1,m,t,26,HU,2.9881168955918227
1,m,t,27,HU,2.6643891700236697
1,m,t,28,HU,2.362793358975049
1,m,t,29,HU,2.0828373799010067
1,m,t,30,HU,1.824044799577076
1,m,t,31,HU,1.5859484720630002
1,m,t,32,HU,1.3680801226962354
1,m,t,33,HU,1.1699561319360772
1,m,t,34,HU,0.9910601480400733
1,m,t,35,HU,0.8308235762487757
1,m,t,36,HU,0.6886054181814942
1,m,t,37,HU,0.5636733163762517
1,m,t,38,HU,0.4551879295797103
1,m,t,39,HU,0.36219285156510234
1,m,t,40,HU,0.2836121210808927
1,m,t,41,HU,0.2182569040021649
1,m,t,42,HU,0.16484214997711305
1,m,t,43,HU,0.12201297901644288
1,m,t,44,HU,0.0883793479182489
1,m,t,45,HU,0.06255635367086526
1,m,t,46,HU,0.04320656368712722
1,m,t,47,HU,0.02908023473415625
1,m,t,48,HU,0.01904935540173852
1,m,t,49,HU,0.01213217656289756
1,m,t,50,HU,0.007506194074932089
1,m,t,51,HU,0.004509188857376509
1,m,t,52,HU,0.002629584139852492
1,m,t,53,HU,0.0014887055242220652
1,m,t,54,HU,8.182662771154788e-4
1,m,t,55,HU,4.3644710230879486e-4
1,m,t,56,HU,2.2538026530543418e-4
1,m,t,57,HU,1.1191184032189497e-4
1,m,t,58,HU,5.2491152011197415e-5
1,m,t,59,HU,2.217204299563552e-5
1,m,t,60,HU,7.1478762982012135e-6
1,m,t,61,HU,0
1,m,t,0,UH,0.25111819477549796
1,m,t,1,UH,0.24180982661107425
1,m,t,2,UH,0.24458396848671787
1,m,t,3,UH,0.25366339345171063
1,m,t,4,UH,0.2661736559709452
1,m,t,5,UH,0.2806481305000362
1,m,t,6,UH,0.29630919132870875
1,m,t,7,UH,0.3127175290481524
1,m,t,8,UH,0.3295985982510967
1,m,t,9,UH,0.34675549955901935
1,m,t,10,UH,0.3640246434651627
1,m,t,11,UH,0.3812529180471189
1,m,t,12,UH,0.3982858691199066
1,m,t,13,UH,0.4149616702166354
1,m,t,14,UH,0.4311082664970295
1,m,t,15,UH,0.44654238238515637
1,m,t,16,UH,0.46106974436112397
1,m,t,17,UH,0.4744862086946793
1,m,t,18,UH,0.48657965733812913
1,m,t,19,UH,0.49713261247603047
1,m,t,20,UH,0.5059255607181645
1,m,t,21,UH,0.5127409911957439
1,m,t,22,UH,0.5173681474187878
1,m,t,23,UH,0.5196084751024993
1,m,t,24,UH,0.5192817191462751
1,m,t,25,UH,0.5162325832780131
1,m,t,26,UH,0.5103378159981576
1,m,t,27,UH,0.5015135271373942
1,m,t,28,UH,0.489722472186086
1,m,t,29,UH,0.47498096949104374
1,m,t,30,UH,0.4573650431418595
1,m,t,31,UH,0.4370153187155132
1,m,t,32,UH,0.41414014918000663
1,m,t,33,UH,0.38901642558017463
1,m,t,34,UH,0.3619875447306084
1,m,t,35,UH,0.333458077610241
1,m,t,36,UH,0.30388481962315456
1,m,t,37,UH,0.27376411526876304
1,m,t,38,UH,0.24361563529121955
1,m,t,39,UH,0.2139631329183779
1,m,t,40,UH,0.18531309163960105
1,m,t,41,UH,0.15813255821595815
1,m,t,42,UH,0.13282777454459993
1,m,t,43,UH,0.10972541461953268
1,m,t,44,UH,0.08905823332905034
1,m,t,45,UH,0.070956693385578
1,m,t,46,UH,0.05544763936994436
1,m,t,47,UH,0.04246036540162624
1,m,t,48,UH,0.031839561641170036
1,m,t,49,UH,0.023363759352496762
1,m,t,50,UH,0.016767185164057646
1,m,t,51,UH,0.011762532420971939
1,m,t,52,UH,0.008062158309946405
1,m,t,53,UH,0.005395629980863867
1,m,t,54,UH,0.0035222824403945874
1,m,t,55,UH,0.002238346710276632
1,m,t,56,UH,0.0013790565584641788
1,m,t,57,UH,8.167700084886528e-4
1,m,t,58,UH,4.5644576933339266e-4
1,m,t,59,UH,2.2977870110493255e-4
1,m,t,60,UH,8.893903791725222e-5
1,m,t,61,UH,0
1,m,t,0,UU,0.19377850798028162
1,m,t,1,UU,0.18456670588650137
1,m,t,2,UU,0.18462062171401702
1,m,t,3,UU,0.18932890073288844
1,m,t,4,UU,0.19641751672355826
1,m,t,5,UU,0.20473842741797801
1,m,t,6,UU,0.21369246892887014
1,m,t,7,UU,0.2229506459970471
1,m,t,8,UU,0.23231778318938243
1,m,t,9,UU,0.2416650109998549
1,m,t,10,UU,0.25089596512643025
1,m,t,11,UU,0.25992970005523086
1,m,t,12,UU,0.2686919844968142
1,m,t,13,UU,0.27711084443340595
1,m,t,14,UU,0.2851142794998271
1,m,t,15,UU,0.29262910274817083
1,m,t,16,UU,0.29958037095515705
1,m,t,17,UU,0.30589113884026964
1,m,t,18,UU,0.31148241161365425
1,m,t,19,UU,0.31627324844088767
1,m,t,20,UU,0.3201810156990889
1,m,t,21,UU,0.3231218186375816
1,m,t,22,UU,0.3250111605419972
1,m,t,23,UU,0.3257648927550791
1,m,t,24,UU,0.3253005275531637
1,m,t,25,UU,0.32353898809651077
1,m,t,26,UU,0.3204068637430852
1,m,t,27,UU,0.3158392226893474
1,m,t,28,UU,0.3097830047628032
1,m,t,29,UU,0.3022009730977705
1,m,t,30,UU,0.293076143077875
1,m,t,31,UU,0.2824165305804525
1,m,t,32,UU,0.27025997184698075
1,m,t,33,UU,0.2566786701066055
1,m,t,34,UU,0.2417830292294125
1,m,t,35,UU,0.22572425629694962
1,m,t,36,UU,0.20869517105635652
1,m,t,37,UU,0.19092867120611876
1,m,t,38,UU,0.17269338837142165
1,m,t,39,UU,0.15428624576906144
1,m,t,40,UU,0.13602190000581957
1,m,t,41,UU,0.11821940515431399
1,m,t,42,UU,0.10118684526991585
1,m,t,43,UU,0.08520508738669404
1,m,t,44,UU,0.07051213745476255
1,m,t,45,UU,0.057289755120795614
1,m,t,46,UU,0.04565392747107746
1,m,t,47,UU,0.03565047579772738
1,m,t,48,UU,0.027256483963625074
1,m,t,49,UU,0.020387466650040556
1,m,t,50,UU,0.014909374485733099
1,m,t,51,UU,0.01065382877122555
1,m,t,52,UU,0.0074345509878551985
1,m,t,53,UU,0.005062904662268066
1,m,t,54,UU,0.003360808966021731
1,m,t,55,UU,0.0021699215734620717
1,m,t,56,UU,0.0013567535562985882
1,m,t,57,UU,8.140806507880057e-4
1,m,t,58,UU,4.595023161512876e-4
1,m,t,59,UU,2.3220541677781064e-4
1,m,t,60,UU,8.893903791725222e-5
1,m,t,61,UU,0
2,f,h,0,init,4.867897741139419
2,f,u,0,init,-2.5556656154724746
2,f,t,0,init,2.3122321256669447
2,f,h,0,HD,-26.272393671221124
2,f,h,1,HD,-25.294239048233557
2,f,h,2,HD,-24.319150410069025
2,f,h,3,HD,-23.350111282778574
2,f,h,4,HD,-22.389029178305538
2,f,h,5,HD,-21.437214641710476
2,f,h,6,HD,-20.495650200324924
2,f,h,7,HD,-19.56514364013773
2,f,h,8,HD,-18.646416742866894
2,f,h,9,HD,-17.740157512758305
2,f,h,10,HD,-16.847051432189964
2,f,h,11,HD,-15.967800448929156
2,f,h,12,HD,-15.103134611051072
2,f,h,13,HD,-14.25381914338888
2,f,h,14,HD,-13.420658556535578
2,f,h,15,HD,-12.604498689624466
2,f,h,16,HD,-11.806227187224064
2,f,h,17,HD,-11.026772673411573
2,f,h,18,HD,-10.267102741461416
2,f,h,19,HD,-9.528220784839759
2,f,h,20,HD,-8.811161630658459
2,f,h,21,HD,-8.116985886666297
2,f,h,22,HD,-7.44677286954671
2,f,h,23,HD,-6.801611942076299
2,f,h,24,HD,-6.182592048945129
2,f,h,25,HD,-5.590789207785538
2,f,h,26,HD,-5.027251687870826
2,f,h,27,HD,-4.492982601447903
2,f,h,28,HD,-3.9889196520297654
2,f,h,29,HD,-3.5159118432378613
2,f,h,30,HD,-3.0746930662815073
2,f,h,31,HD,-2.6658526703607808
2,f,h,32,HD,-2.289803393657642
2,f,h,33,HD,-1.9467474041943498
2,f,h,34,HD,-1.636641671358345
2,f,h,35,HD,-1.3591644460956824
2,f,h,36,HD,-1.1136852329721545
2,f,h,37,HD,-0.8992412219518685
2,f,h,38,HD,-0.714523607596047
2,f,h,39,HD,-0.557877419726072
2,f,h,40,HD,-0.42731826116275373
2,f,h,41,HD,-0.3205685382284975
2,f,h,42,HD,-0.23511427069770333
2,f,h,43,HD,-0.1682813803892415
2,f,h,44,HD,-0.11732765175337205
2,f,h,45,HD,-0.07954371387642539
2,f,h,46,HD,-0.052353989731446025
2,f,h,47,HD,-0.033407277495588666
2,f,h,48,HD,-0.020647070765667713
2,f,h,49,HD,-0.012354164982675045
2,f,h,50,HD,-0.007158273431629678
2,f,h,51,HD,-0.004020424426305615
2,f,h,52,HD,-0.0021925535858713153
2,f,h,53,HD,-0.0011636746276918151
2,f,h,54,HD,-6.025614006783344e-4
2,f,h,55,HD,-3.0510481073163726e-4
2,f,h,56,HD,-1.5131326027216564e-4
2,f,h,57,HD,-7.354463298732496e-5
2,f,h,58,HD,-3.5005796741535595e-5
2,f,h,59,HD,-1.6243717536304438e-5
2,f,h,60,HD,-7.020719365752042e-6
2,f,h,61,HD,0
2,f,h,0,HU,-4.99151538787626
2,f,h,1,HU,-5.095404407894525
2,f,h,2,HU,-5.191820274382037
2,f,h,3,HU,-5.279908192494357
2,f,h,4,HU,-5.358621526607872
2,f,h,5,HU,-5.426799011824263
2,f,h,6,HU,-5.483220120851039
2,f,h,7,HU,-5.526648768644194
2,f,h,8,HU,-5.555870864104355
2,f,h,9,HU,-5.569728569581952
2,f,h,10,HU,-5.567152599902941
2,f,h,11,HU,-5.547192997848795
2,f,h,12,HU,-5.5090482992289065
2,f,h,13,HU,-5.452092702922054
2,f,h,14,HU,-5.375900707972598
2,f,h,15,HU,-5.2802686233614224
2,f,h,16,HU,-5.1652323667928
2,f,h,17,HU,-5.03108102653636
2,f,h,18,HU,-4.878365749711004
2,f,h,19,HU,-4.707903628663255
2,f,h,20,HU,-4.520776373135897
2,f,h,21,HU,-4.318323669925861
2,f,h,22,HU,-4.102131235350215
2,f,h,23,HU,-3.874013652596495
2,f,h,24,HU,-3.6359921518254263
2,f,h,25,HU,-3.3902675345542916
2,f,h,26,HU,-3.139188467703416
2,f,h,27,HU,-2.8852153830404914
2,f,h,28,HU,-2.630880225231934
2,f,h,29,HU,-2.378742311332238
2,f,h,30,HU,-2.1313406153801893
2,f,h,31,HU,-1.8911428959018355
2,f,h,32,HU,-1.6604922645969322
2,f,h,33,HU,-1.4415520719491717
2,f,h,34,HU,-1.2362503731111665
2,f,h,35,HU,-1.0462257339543404
2,f,h,36,HU,-0.8727767185940263
2,f,h,37,HU,-0.7168180101519115
2,f,h,38,HU,-0.5788466610172487
2,f,h,39,HU,-0.45892231116140686
2,f,h,40,HU,-0.3566651835611209
2,f,h,41,HU,-0.2712750849148329
2,f,h,42,HU,-0.20157336055718253
2,f,h,43,HU,-0.1460677209540235
2,f,h,44,HU,-0.10303718150990972
2,f,h,45,HU,-0.07063136247101497
2,f,h,46,HU,-0.04697563081421942
2,f,h,47,HU,-0.030271731238003426
2,f,h,48,HU,-0.018883326541078025
2,f,h,49,HU,-0.011397656254489968
2,f,h,50,HU,-0.006658221169053492
2,f,h,51,HU,-0.003768280924817046
2,f,h,52,HU,-0.002069790944008222
2,f,h,53,HU,-0.0011058853119166043
2,f,h,54,HU,-5.762376346405348e-4
2,f,h,55,HU,-2.935141207077583e-4
2,f,h,56,HU,-1.4640782397421444e-4
2,f,h,57,HU,-7.158230378578564e-5
2,f,h,58,HU,-3.4298788651693616e-5
2,f,h,59,HU,-1.6051383295389717e-5
2,f,h,60,HU,-7.020719365752042e-6
2,f,h,61,HU,0
2,f,h,0,UD,-0.12285515208491095
2,f,h,1,UD,-0.1166084815032728
2,f,h,2,UD,-0.11653049145065192
2,f,h,3,UD,-0.12022603834340402
2,f,h,4,UD,-0.12630062300539965
2,f,h,5,UD,-0.13392153103422194
2,f,h,6,UD,-0.14257297213593823
2,f,h,7,UD,-0.151917734621144
2,f,h,8,UD,-0.16171811093419172
2,f,h,9,UD,-0.17179026783870968
2,f,h,10,UD,-0.18197777940044652
2,f,h,11,UD,-0.19213633895964724
