case,expectancy,age,transition,s,delta,cc
1,u,110,HU,5.341682384694766e-6,0.23937358241132384,1.2786576485278494e-6
1,u,50,UH,0.01785487492528144,-0.022470482755785504,-4.012076591152436e-4
1,u,51,UH,0.017785386875398303,-0.02160691990325092,-3.8428742966506126e-4
1,u,52,UH,0.018612429145547553,-0.020755565796054642,-3.863114977548173e-4
1,u,53,UH,0.020040839104545537,-0.019917807667153176,-3.991695787727003e-4
1,u,54,UH,0.021914842380975342,-0.019094919984545267,-4.184621617386456e-4
1,u,55,UH,0.024155232074335644,-0.018288070135689505,-4.4175257831930695e-4
1,u,56,UH,0.02672546528779719,-0.017498324573812396,-4.6765086599203173e-4
1,u,57,UH,0.029613043976161758,-0.016726655369043275,-4.953271810175806e-4
1,u,58,UH,0.032819063670644716,-0.015973947111404097,-5.242499873206823e-4
1,u,59,UH,0.03635216100390743,-0.015241004116412465,-5.540434355010419e-4
1,u,60,UH,0.04022483410175624,-0.014528557887205473,-5.844088307506023e-4
1,u,61,UH,0.044451029867542464,-0.01383727478958352,-6.150811149571694e-4
1,u,62,UH,0.0490443842654665,-0.013167763897962176,-6.458048725285939e-4
1,u,63,UH,0.054016768770741186,-0.0125205849707698,-6.763215432404895e-4
1,u,64,UH,0.05937694375842888,-0.011896256513113934,-7.063633539150093e-4
1,u,65,UH,0.06512920348076752,-0.011295263882302009,-7.356515397594117e-4
1,u,66,UH,0.07127194733712339,-0.010718067387802621,-7.63897534419208e-4
1,u,67,UH,0.07779614472709497,-0.010165110331135513,-7.908063944879066e-4
1,u,68,UH,0.084683685061886907,-0.0096368269226568,-8.160820161141812e-4
1,u,69,UH,0.09190562578371739,-0.009133650000835714,-8.39433819016257e-4
1,u,70,UH,0.09942037265289136,-0.008656018465011461,-8.605845814817481e-4
1,u,71,UH,0.10717184998519738,-0.008204384314242058,-8.792790449468563e-4
1,u,72,UH,0.11508774497870172,-0.0077792191622483575,-8.952927910782687e-4
1,u,73,UH,0.12307794005551106,-0.007381020071069333,-9.084407458555954e-4
1,u,74,UH,0.1310332797937434,-0.007010314513372418,-9.185845030728682e-4
1,u,75,UH,0.1388248531494484,-0.006667664234946302,-9.256375082662496e-4
1,u,76,UH,0.1463040047218955,-0.0063536677443995215,-9.295670356779828e-4
1,u,77,UH,0.15330331682348247,-0.006068961106356852,-9.303918672772171e-4
1,u,78,UH,0.15963882142379207,-0.005814216657657634,-9.281746947310442e-4
1,u,79,UH,0.16511370017586569,-0.005590139203896616,-9.230085684535383e-4
1,u,80,UH,0.16952370251792273,-0.005397459187470838,-9.149972656494353e-4
1,u,81,UH,0.17266444589581562,-0.005236922250467346,-9.042302785764121e-4
1,u,82,UH,0.17434064803628552,-0.005109274549918913,-8.907542360281642e-4
1,u,83,UH,0.17437717041074596,-0.005015243124625632,-8.745439049941658e-4
1,u,84,UH,0.17263152095680215,-0.004955510569571497,-8.554773267426365e-4
1,u,85,UH,0.16900717801436316,-0.004930683256446244,-8.333208628546503e-4
1,u,86,UH,0.16346677495937684,-0.004941252360801521,-8.077305876806317e-4
1,u,87,UH,0.1560438626249929,-0.004987547035633436,-7.782761044640744e-4
1,u,88,UH,0.1468517010589259,-0.005069679229661478,-7.44491018698893e-4
1,u,89,UH,0.13608739911715478,-0.005187479912365345,-0.00070595064924628575
1,u,90,UH,0.12402980624110788,-0.00534042686654615,-6.623721095025258e-4
1,u,91,UH,0.11102994569362931,-0.005527564774236493,-6.137252167014962e-4
1,u,92,UH,0.09749351022515837,-0.005747419083312791,-5.603360611672259e-4
1,u,93,UH,0.08385600244003803,-0.005997906123902323,-5.029604305610723e-4
1,u,94,UH,0.0705523811129079,-0.006276243155337563,-4.4280389905265537e-4
1,u,95,UH,0.057984351242775206,-0.006578863451240639,-3.8147112913499353e-4
1,u,96,UH,0.046489400976713786,-0.006901343119724845,-3.208393075707732e-4
1,u,97,UH,0.03631600990986888,-0.007238348001798976,-2.628679177644112e-4
1,u,98,UH,0.02760888051149249,-0.007583610519063609,-2.0937499666652472e-4
1,u,99,UH,0.02040653150504248,-0.007929947495853788,-1.6182272340747305e-4
1,u,100,UH,0.014651382087269326,-0.008269330421384814,-1.2115711960958877e-4
1,u,101,UH,0.010210071089415894,-0.008593018934874838,-8.773533419776895e-5
1,u,102,UH,0.006899858741709044,-0.00889176607279284,-6.135192986659158e-5
1,u,103,UH,0.004516116959381905,-0.009156099620370388,-4.135001677734493e-5
1,u,104,UH,0.0028563567390676482,-0.009376677527114137,-2.6783136044636637e-5
1,u,105,UH,0.0017377475795467264,-0.009544706850407612,-1.6586291226778885e-5
1,u,106,UH,0.0010070753517191064,-0.00965240561135285,-9.720699775988647e-6
1,u,107,UH,5.438943440833203e-4,-0.00969347638465877,-5.272226980121136e-6
1,u,108,UH,2.5882301710123e-4,-0.009663551091518702,-2.5011494494187547e-6
1,u,109,UH,8.965259221587867e-5,-0.00956056045279471,-8.571290276296605e-7
1,u,110,UH,0,-0.00938498109698125,-0
1,u,50,UU,0.035321434837659836,0.09838074589513268,0.0034749491054152995
1,u,51,UU,0.03528201446366854,0.0987862580811758,0.003485378186431738
1,u,52,UU,0.03701059494614196,0.099169236002976,0.0036703124248245026
1,u,53,UU,0.03992884556923694,0.09952775938406688,0.0039740285342985794
1,u,54,UU,0.04372834730171578,0.09985967490014991,0.004366698545470185
1,u,55,UU,0.04824893175205271,0.10016259872983924,0.0048327383902242544
1,u,56,UU,0.053412665638382914,0.10043391964400994,0.005364443368697721
1,u,57,UU,0.05918737052368624,0.10067080260524652,0.005958440094713605
1,u,58,UU,0.06556599655442141,0.10087019285525789,0.006613654717191662
1,u,59,UU,0.0725545809987701,0.10102882047423034,0.007330103738307748
1,u,60,UU,0.08016487625021848,0.10114320540180044,0.008108132544585762
1,u,61,UU,0.08840951024132272,0.10120966291443945,0.008947896729954954
1,u,62,UU,0.0972984982241244,0.10122430955843109,0.009848973303809226
1,u,63,UU,0.1068364466279085,0.10118306954111111,0.010810039608676872
1,u,64,UU,0.11702007975475374,0.10108168158536857,0.011828586440864453
1,u,65,UU,0.12783588559975329,0.1009157062534124,0.012900648679829534
1,u,66,UU,0.13925777560790942,0.10068053374518637,0.014020547176371715
1,u,67,UU,0.1512447160513667,0.10037139217429536,0.01518064270908167
1,u,68,UU,0.16373833330434537,0.09998335631952249,0.016371108121933098
1,u,69,UU,0.1766605314074328,0.09951135684268608,0.017579729180903596
1,u,70,UU,0.1899111935311178,0.09895018995319271,0.01879174867414165
1,u,71,UU,0.20336607238488028,0.09829452748588419,0.019989771991731926
1,u,72,UU,0.21687500978072866,0.09753892734113545,0.021153755821110534
1,u,73,UU,0.23026066271105142,0.09667784421422132,0.02226110447824239
1,u,74,UU,0.243317951517252,0.09570564051438901,0.023286900398607653
1,u,75,UU,0.25581448277509095,0.0946165973424532,0.02420429591109871
1,u,76,UU,0.26749223162799224,0.09340492535901768,0.024985091929329684
1,u,77,UU,0.27807078986741757,0.09206477533362167,0.02560052479598652
1,u,78,UU,0.287252489457689,0.09059024811874528,0.026022274292699307
1,u,79,UU,0.29472968671027056,0.08897540374263568,0.02622369286998685
1,u,80,UU,0.3001944284104135,0.08721426926310838,0.026181237710670713
1,u,81,UU,0.3033506054206813,0.08530084497361556,0.025876062965641964
1,u,82,UU,0.30392851988167163,0.08322910850706289,0.025295699759622668
1,u,83,UU,0.30170154079172545,0.08099301634804679,0.024435717825575125
1,u,84,UU,0.29650419854078014,0.07858650224833486,0.023301227865265742
1,u,85,UU,0.28825068339461113,0.07600347205448721,0.021908052760069168
1,u,86,UU,0.2769522955492012,0.073237794514182,0.0202833753116634
1,u,87,UU,0.26273199790589646,0.0702832877466657,0.01846566860907649
1,u,88,UU,0.24583392540827448,0.06713370126373497,0.016503741308850406
1,u,89,UU,0.226625607342794,0.06378269373511336,0.014454791705679487
1,u,90,UU,0.20559087273388857,0.06022380713279807,0.012381465067789338
1,u,91,UU,0.18331203243478875,0.05645043848992093,0.010348044611422432
1,u,92,UU,0.16044101564201554,0.052455811294701005,0.00841606364044774
1,u,93,UU,0.13766064461623015,0.04823294952434509,0.006639778923263437
1,u,94,UU,0.11563899339397125,0.04377465850586981,0.005062057445783627
1,u,95,UU,0.09498148610651878,0.03907351814225313,0.003711260820561225
1,u,96,UU,0.07618662720500374,0.03412189549447553,0.002599632131565704
1,u,97,UU,0.05961157422787762,0.028911985139773222,0.001723488948234886
1,u,98,UU,0.04545283780321548,0.023435886942176576,0.0010652275679572476
1,u,99,UU,0.033745178761722484,0.01768573160434117,5.968081745203377e-4
1,u,100,UU,0.02437861788516767,0.011653864274713821,2.841051040388549e-4
1,u,101,UU,0.01713010807849423,0.0053330951602375,9.135649648776287e-5
1,u,102,UU,0.011703761184032529,-0.0012829768682949272,-1.5015654871161782e-5
1,u,103,UU,0.0077723593076496605,-0.008199566631600153,-6.372997802781101e-5
1,u,104,UU,0.0050135373397501674,-0.015420236978398894,-7.730993387899914e-5
1,u,105,UU,0.00313619652127758,-0.022946380133169297,-7.196435754955853e-5
1,u,106,UU,0.0018955859374250761,-0.030776671377284792,-5.83398254635339e-5
1,u,107,UU,0.0010981062811117226,-0.038906530725696054,-4.272350576615306e-5
1,u,108,UU,5.985429966555387e-4,-0.047327636854249455,-2.8327625587367582e-5
1,u,109,UU,2.9290885946695e-4,-0.05602754221036976,-1.6410963487575808e-5
1,u,110,UU,1.0956994516791643e-4,-0.06498943686381842,-7.120889033662351e-6
1,t,50,HH,27.183977046437686,-0.0014766935920338398,-0.040142404710469516
1,t,51,HH,26.20511971676801,-0.001196467809835955,-0.03135358219401042
1,t,52,HH,25.225449023215592,-8.861482698333534e-4,-0.022353488007691952
1,t,53,HH,24.249229380276926,-5.440570935552058e-4,-0.013192965257586968
1,t,54,HH,23.27897655351902,-1.6854967336155102e-4,-0.0039236638942868355
1,t,55,HH,22.316296599669833,2.4195796752524146e-4,0.00539960576794657
1,t,56,HH,21.36232440314438,6.889564524635849e-4,0.014717711237166623
1,t,57,HH,20.417956224474455,0.0011738041880462458,0.023966682527633027
1,t,58,HH,19.483974882364105,0.00169768149583982,0.033077583623197376
1,t,59,HH,18.561118251977597,0.0022615367855192137,0.04197665170721942
1,t,60,HH,17.650117449682625,0.0028660237243770537,0.050585655348831825
1,t,61,HH,16.751718583860967,0.003511428267565786,0.058822458165676494
1,t,62,HH,15.866695452298487,0.004197584327423121,0.06660179215856384
1,t,63,HH,14.99585714161537,0.004923776783840039,0.07383625324766761
1,t,64,HH,14.140052654612047,0.005688630477690304,0.08043753448717178
1,t,65,HH,13.30017369858571,0.006489983795203269,0.08631791177720999
1,t,66,HH,12.477156217564785,0.007324745454369785,0.09139199328806936
1,t,67,HH,11.671980936916466,0.008188733160724548,0.09557873734947264
1,t,68,HH,10.885672999833666,0.009076492928373203,0.09880373400357338
1,t,69,HH,10.11930065275179,0.009981098087761153,0.10100173239466108
1,t,70,HH,9.373972848994883,0.010893927354900579,0.10211937924376067
1,t,71,HH,8.650835570053868,0.011804421855337144,0.10211811247007184
1,t,72,HH,7.951066603539499,0.012699821725806193,0.10097712839496299
1,t,73,HH,7.275868462991271,0.013564883912087655,0.09869631106009623
1,t,74,HH,6.626459088020068,0.014381584107420409,0.09529897870874095
1,t,75,HH,6.004059927397333,0.015128807506348374,0.09083426689817424
1,t,76,HH,5.409880989174138,0.015782035267491,0.08537893256407536
1,t,77,HH,4.845102450017334,0.016313036375951828,0.0790383325123461
1,t,78,HH,4.310852462740355,0.016689578065685717,0.07194630870655869
1,t,79,HH,3.8081809009950067,0.016875172193541843,0.06426370844844806
1,t,80,HH,3.33802894945228,0.016828880024521764,0.05617528870871284
1,t,81,HH,2.901194702780463,0.016505203834151994,0.04788480993195355
1,t,82,HH,2.4982952909524476,0.015854100545165672,0.039608224734274035
1,t,83,HH,2.1297265088163537,0.014821160187909244,0.03156501774360389
1,t,84,HH,1.7956214891265565,0.013348000068929555,0.023967955760632667
1,t,85,HH,1.4958105959391141,0.011372933719299372,0.01701175476424124
1,t,86,HH,1.229785378570807,0.008831981279861956,0.010861441441785316
1,t,87,HH,0.9966700317088154,0.005660293926271209,0.005641445326977941
1,t,88,HH,0.7952042362174606,0.0017940677711363318,0.0014266502916688286
1,t,89,HH,0.6237413592826153,-0.002826979581434186,-0.001763304086787958
1,t,90,HH,0.48026561015409447,-0.008256506566128752,-0.003965316163723112
1,t,91,HH,0.36243073578746526,-0.014537776689813042,-0.005268937102402802
1,t,92,HH,0.2676211214054154,-0.021699211504847993,-0.0058071673165407105
1,t,93,HH,0.1930337783780027,-0.029749313052117143,-0.005742622302600204
1,t,94,HH,0.13577687333649663,-0.03867107584153895,-0.005250637766322688
1,t,95,HH,0.09297759334782794,-0.04841610656153261,-0.004501613067363283
1,t,96,HH,0.0618898348758997,-0.05889879107092055,-0.0036452364537693884
1,t,97,HH,0.03999109302298864,-0.06999098833315343,-0.002799016125202051
1,t,98,HH,0.025058537551064616,-0.08151787921443054,-0.0020427188373779576
1,t,99,HH,0.015216786424965986,-0.0932557358630301,-0.00141905261553077
1,t,100,HH,0.008954018791644303,-0.10493247671112116,-9.39567368325157e-4
1,t,101,HH,0.005107975560483925,-0.11623189572876602,-5.937096827312527e-4
1,t,102,HH,0.0028279060248928337,-0.1268023586677698,-0.00035858515404720823
1,t,103,HH,0.0015214949992146034,-0.13627050009695219,-2.0733488443798587e-4
1,t,104,HH,7.965639066856596e-4,-0.1442600010494157,-1.1491231001439992e-4
1,t,105,HH,4.059243123249849e-4,-0.15041487341510656,-6.105705405447678e-5
1,t,106,HH,2.0090468051763865e-4,-0.15442586427789007,-3.102487892640973e-5
1,t,107,HH,9.584621922607716e-5,-0.15605772138982058,-1.4957542576250812e-5
1,t,108,HH,4.3225569671066294e-5,-0.15517429329923904,-6.707497226164733e-6
1,t,109,HH,1.7507060770036285e-5,-0.15175798446944977,-2.65683625644488e-6
1,t,110,HH,5.341682384694766e-6,-0.14592016140626338,-7.79459155755654e-7
1,t,50,HU,22.616220455024262,-0.0023975583854075797,-0.05422370899816985
1,t,51,HU,21.600902850124516,-0.0025464802532163596,-0.05500627255948706
1,t,52,HU,20.595896205724603,-0.0026986491692760697,-0.05558109818607486
1,t,53,HU,19.60560420844003,-0.0028530082062204103,-0.05593494969458882
1,t,54,HU,18.63287823710992,-0.00300824018584606,-0.05605217309085055
1,t,55,HU,17.679737038236162,-0.0031627255065065,-0.05591615527915719
1,t,56,HU,16.747734228066246,-0.0033144943080621993,-0.055510269771864046
1,t,57,HU,15.838145744222016,-0.0034611723457061505,-0.0548185520571648
1,t,58,HU,14.952064235418142,-0.0035999199002767993,-0.053826233591298775
1,t,59,HU,14.090444996310618,-0.003727363013389319,-0.0525202035214448
1,t,60,HU,13.254126676413632,-0.0038395163039031694,-0.050889435468088065
1,t,61,HU,12.44383906717267,-0.00393169660191048,-0.04892539977512366
1,t,62,HU,11.660204613328663,-0.00399842663279331,-0.046622472669752744
1,t,63,HU,10.903737321120252,-0.0040333280036738695,-0.04397834908197821
1,t,64,HU,10.174841144737622,-0.00402900279634681,-0.04099446342453245
1,t,65,HU,9.473809059677405,-0.003976903165372071,-0.03767642123756167
1,t,66,HU,8.800823534722856,-0.0038671884910216996,-0.03403444348499314
1,t,67,HU,8.155958814636328,-0.0036885698611159173,-0.030083823872170262
1,t,68,HU,7.539185229277913,-0.00342814197429462,-0.02584539733646962
1,t,69,HU,6.950375601717624,-0.0030712029953933184,-0.021346014367103806
1,t,70,HU,6.389313711044695,-0.0026010634820811014,-0.01661901056935844
1,t,71,HU,5.855704660295308,-0.0019988462775051598,-0.011704653462400893
1,t,72,HU,5.349186898138327,-0.0012432802696569004,-0.006650538529162578
1,t,73,HU,4.8693455403792925,-3.104922047004119e-4,-0.001511893832280485
1,t,74,HU,4.4157265321515276,8.261976344240765e-4,0.003648262815127223
1,t,75,HU,3.9878510841223975,0.00219646804815795,0.008759187487086886
1,t,76,HU,3.5852297086437646,0.003833167510777502,0.013742786037847569
1,t,77,HU,3.2073750797350127,0.005772449374235655,0.018514410271955408
1,t,78,HU,2.8538128527393862,0.008053854700854124,0.022984194059393025
1,t,79,HU,2.5240895181989536,0.010720321463940814,0.02705905103885627
1,t,80,HU,2.217776347326322,0.01381809390749257,0.03064544183317098
1,t,81,HU,1.9344685353495072,0.01739650025947663,0.03365298237715708
1,t,82,HU,1.673778789437522,0.021507560842000173,0.0359988991498769
1,t,83,HU,1.4353248663498859,0.026205382116289172,0.03761323658371044
1,t,84,HU,1.2187109643260778,0.03154528569194007,0.0384445855455659
1,t,85,HU,1.02350342650676,0.03758261537585082,0.03846593561426896
1,t,86,HU,0.8492019120999437,0.04437116076594512,0.037680074564534594
1,t,87,HU,0.6952079988599703,0.05196113388191173,0.036123795904538854
1,t,88,HU,0.5607940179290191,0.06039663745922784,0.03387007299016268
1,t,89,HU,0.4450756648436303,0.06971257187628377,0.031027369275796364
1,t,90,HU,0.3469924103961494,0.07993094479293653,0.027735431198942593
1,t,91,HU,0.2652997588089208,0.09105657644853726,0.024157287769762996
1,t,92,HU,0.19857678734378229,0.10307223746331712,0.02046775377980095
1,t,93,HU,0.14525103877371215,0.1159333180876436,0.016839434880713423
1,t,94,HU,0.10364074965412519,0.12956221063212825,0.013427924636759441
1,t,95,HU,0.07201180078507599,0.14384269114191064,0.010358371218900484
1,t,96,HU,0.04864410395601064,0.1586147101754294,0.007715670450726087
1,t,97,HU,0.03189998932582869,0.17367013916550803,0.005540075585594889
1,t,98,HU,0.02028616040569793,0.18875015522994062,0.00382901592559496
1,t,99,HU,0.01250139574312953,0.2035450623390848,0.0025445973758608693
1,t,100,HU,0.007464470859551278,0.21769741035991722,0.0016249959758313785
1,t,101,HU,0.004320317377180889,0.23080924745998693,9.971692026154255e-4
1,t,102,HU,0.0024263491425531,0.24245418298398486,5.88278498991604e-4
1,t,103,HU,0.0013241099860410587,0.2521946077109106,3.339333984957241e-4
1,t,104,HU,7.030896613661647e-4,0.25960389228441066,1.825248127155846e-4
1,t,105,HU,3.634154544023455e-4,0.264292670047147,9.60480407803931e-5
1,t,106,HU,1.8250262675240813e-4,0.26593746363155973,4.853428566463266e-5
1,t,107,HU,8.842480670815951e-5,0.2643090527192395,2.3371476897915493e-5
1,t,108,HU,4.0589350585930675e-5,0.259297281412563,1.0524708261233245e-5
1,t,109,HU,1.6825238618201057e-5,0.2509286847044793,4.221934996304202e-6
1,t,110,HU,5.341682384694766e-6,0.23937358241132384,1.2786576485278494e-6
1,t,50,UH,0.22781653775103503,-0.022470482755785504,-0.00511914758301739
1,t,51,UH,0.21961318003716465,-0.02160691990325092,-0.004745164390761241
1,t,52,UH,0.22228293826621753,-0.020755565796054642,-0.00461360815052483
1,t,53,UH,0.23134907884483008,-0.019917807667153176,-0.004607966456404381
1,t,54,UH,0.24438807061653678,-0.019094919984545267,-0.004666570653600168
1,t,55,UH,0.2600665678563257,-0.018288070135689505,-0.004756115632904538
1,t,56,UH,0.2776347600219912,-0.017498324573812396,-0.004858143143837317
1,t,57,UH,0.2966559276560946,-0.016726655369043275,-0.004962061465087328
1,t,58,UH,0.3168598658651005,-0.015973947111404097,-0.0050615027390557114
1,t,59,UH,0.3380620888867132,-0.015241004116412465,-0.005152405688325393
1,t,60,UH,0.3601183996551892,-0.014528557887205473,-0.005232001015638212
1,t,61,UH,0.38289870848291857,-0.01383727478958352,-0.005298274645854779
1,t,62,UH,0.4062714715378645,-0.013167763897962176,-0.00534968681568826
1,t,63,UH,0.4300940899601851,-0.0125205849707698,-0.005385029598772408
1,t,64,UH,0.45420674378521925,-0.011896256513113934,-0.0054033599340551864
1,t,65,UH,0.4784282975165857,-0.011295263882302009,-0.005403973869210331
1,t,66,UH,0.502553558287273,-0.010718067387802621,-0.005386402903702984
1,t,67,UH,0.5263515316599429,-0.010165110331135513,-0.005350421392285486
1,t,68,UH,0.5495645314674125,-0.0096368269226568,-0.00529605827258243
1,t,69,UH,0.5719081270363723,-0.009133650000835714,-0.005223608664983713
1,t,70,UH,0.5930719904757383,-0.008656018465011461,-0.0051336421006390924
1,t,71,UH,0.6127217580232809,-0.008204384314242058,-0.0050270047805210235
1,t,72,UH,0.6305020526430486,-0.0077792191622483575,-0.004904813649757726
1,t,73,UH,0.6460408343974263,-0.007381020071069333,-0.0047684403654177825
1,t,74,UH,0.6589552512678543,-0.007010314513372418,-0.004619483561626007
1,t,75,UH,0.6688591543050262,-0.006667664234946302,-0.004459728261376053
1,t,76,UH,0.6753724136542335,-0.0063536677443995215,-0.004291091920092155
1,t,77,UH,0.6781321211070624,-0.006068961106356852,-0.004115557467970037
1,t,78,UH,0.6768056843760284,-0.005814216657657634,-0.003935094884096479
1,t,79,UH,0.6711057019207259,-0.005590139203896616,-0.0037515742942656064
1,t,80,UH,0.6608063491617543,-0.005397459187470838,-0.003566675300422173
1,t,81,UH,0.6457608037477004,-0.005236922250467346,-0.0033817991216260096
1,t,82,UH,0.6259189899491604,-0.005109274549918913,-0.003197991965658197
1,t,83,UH,0.6013446381426746,-0.005015243124625632,-0.003015889561975537
1,t,84,UH,0.572230353116134,-0.004955510569571497,-0.0028356935630966325
1,t,85,UH,0.5389090969131303,-0.004930683256446244,-0.0026571900608961378
1,t,86,UH,0.5018602670524235,-0.004941252360801521,-0.0024798182293652694
1,t,87,UH,0.4617084551245362,-0.004987547035633436,-0.0023027926366832735
1,t,88,UH,0.41921308314690486,-0.005069679229661478,-0.0021252758604322136
1,t,89,UH,0.37524751794304934,-0.005187479912365345,-0.0019465889614945226
1,t,90,UH,0.33076702429474936,-0.00534042686654615,-0.0017664371031112023
1,t,91,UH,0.2867660608517436,-0.005527564774236493,-0.0015851179764106566
1,t,92,UH,0.24422689977592055,-0.005747419083312791,-0.0014036743444304461
1,t,93,UH,0.20406320882243842,-0.005997906123902323,-0.001223951969859262
1,t,94,UH,0.16706380163948184,-0.006276243155337563,-0.0010485330415444703
1,t,95,UH,0.13384286684642832,-0.006578863451240639,-8.805339449052348e-4
1,t,96,UH,0.10480322222632027,-0.006901343119724845,-7.232829966366094e-4
1,t,97,UH,0.08011818059296326,-0.007238348001798976,-5.799232724028452e-4
1,t,98,UH,0.05973535703770713,-0.007583610519063609,-4.530096819911762e-4
1,t,99,UH,0.04340244214559464,-0.007929947495853788,-3.4417908740639713e-4
1,t,100,UH,0.03071124795903074,-0.008269330421384814,-2.539614570263052e-4
1,t,101,UH,0.021153112462634,-0.008593018934874838,-1.8176909592295087e-4
1,t,102,UH,0.01417693797052507,-0.00889176607279284,-1.260580160624034e-4
1,t,103,UH,0.0092413094021164,-0.009156099620370388,-8.461434950844328e-5
1,t,104,UH,0.005854246299366001,-0.009376677527114137,-5.4893379713456286e-5
1,t,105,UH,0.0035974956996192155,-0.009544706850407612,-3.4337041848467454e-5
1,t,106,UH,0.002135792601223477,-0.00965240561135285,-2.0615536488735386e-5
1,t,107,UH,0.0012141816215283743,-0.00969347638465877,-1.1769640874971988e-5
1,t,108,UH,6.477506694345802e-4,-0.009663551091518702,-6.259571688646508e-6
1,t,109,UH,3.08038734875276e-4,-0.00956056045279471,-2.9450229465774785e-6
1,t,110,UH,1.0956994516791643e-4,-0.00938498109698125,-1.0283118641981678e-6
1,t,50,UU,0.18953624895563073,0.09838074589513268,0.018646717546420513
1,t,51,UU,0.1810273342714107,0.0987862580811758,0.01788301296308286
1,t,52,UU,0.18148800128874434,0.099169236002976,0.0179980264315119
1,t,53,UU,0.18704670580204338,0.09952775938406688,0.01861633952864812
1,t,54,UU,0.19561225777822208,0.09985967490014991,0.01953377646821758
1,t,55,UU,0.20603367192226982,0.10016259872983924,0.020636868005585656
1,t,56,UU,0.2176613876642024,0.10043391964400994,0.0218605863182702
1,t,57,UU,0.23011508921116539,0.10067080260524652,0.023165870722465925
1,t,58,UU,0.24315926789298473,0.10087019285525789,0.024527522246908687
1,t,59,UU,0.25663568348251764,0.10102882047423034,0.025927600393836677
1,t,60,UU,0.2704262394368971,0.10114320540180044,0.02735177668140255
1,t,61,UU,0.2844323036789887,0.10120966291443945,0.02878729757732792
1,t,62,UU,0.2985630184263346,0.10122430955843109,0.03022183539988686
1,t,63,UU,0.3127285713650743,0.10118306954111111,0.03164283678392464
1,t,64,UU,0.32683622740087626,0.10108168158536857,0.03303715546869849
1,t,65,UU,0.34078790564221273,0.1009157062534124,0.03439085218050516
1,t,66,UU,0.35447862526614876,0.10068053374518637,0.03568909719305577
1,t,67,UU,0.3677954442730056,0.10037139217429536,0.03691614077704504
1,t,68,UU,0.3806166874788046,0.09998335631952249,0.03805533388534966
1,t,69,UU,0.39281136404388695,0.09951135684268608,0.0390891918192335
1,t,70,UU,0.40423874289218903,0.09895018995319271,0.03999950039562194
1,t,71,UU,0.41474810437287246,0.09829452748588419,0.04076746894499768
1,t,72,UU,0.4241787281402141,0.09753892734113545,0.041373938143723595
1,t,73,UU,0.43236021539932,0.09667784421422132,0.041799653548802634
1,t,74,UU,0.4391132802411152,0.09570564051438901,0.04202561774385033
1,t,75,UU,0.4442511793476929,0.0946165973424532,0.042033534955250626
1,t,76,UU,0.44758197946998546,0.09340492535901768,0.04180636138443537
1,t,77,UU,0.4489118833800627,0.09206477533362167,0.041328971687978444
1,t,78,UU,0.4480498410867837,0.09059024811874528,0.040588946273616124
1,t,79,UU,0.4448136556167968,0.08897540374263568,0.0395774745987422
1,t,80,UU,0.43903774159132664,0.08721426926310838,0.038290355811812955
1,t,81,UU,0.4305825993045953,0.08530084497361556,0.03672905955161771
1,t,82,UU,0.41934591682461086,0.08322910850706289,0.034901786813389304
1,t,83,UU,0.4052750007098597,0.08099301634804679,0.032824444757948344
1,t,84,UU,0.38837996186047186,0.07858650224833486,0.030521422745956178
1,t,85,UU,0.3687467576200429,0.07600347205448721,0.0280260338879577
1,t,86,UU,0.3465488416224232,0.073237794514182,0.025380472851870832
1,t,87,UU,0.3220558469020316,0.0702832877466657,0.0226351437583116
1,t,88,UU,0.2956374960785234,0.06713370126373497,0.019847239344094207
1,t,89,UU,0.2677608852514003,0.06378269373511336,0.017078510538232897
1,t,90,UU,0.2389795242736022,0.06022380713279807,0.014392256778541253
1,t,91,UU,0.20991312067739673,0.05645043848992093,0.011849687707026733
1,t,92,UU,0.18121810747129183,0.052455811294701005,0.00950594284869693
1,t,93,UU,0.15355029210956903,0.04823294952434509,0.007406183488769287
1,t,94,UU,0.12752258331264596,0.04377465850586981,0.0055822575362974095
1,t,95,UU,0.10366224287815046,0.03907351814225313,0.004050448527766062
1,t,96,UU,0.08237312067683711,0.03412189549447553,0.0028107270152888573
1,t,97,UU,0.06390845842225855,0.028911985139773222,0.001847720400210154
1,t,98,UU,0.04835880913996436,0.023435886942176576,0.0011333315836625
1,t,99,UU,0.035657404285450195,0.01768573160434117,6.306272818999568e-4
1,t,100,UU,0.025602270978542445,0.011653864274713821,2.9836539110837825e-4
1,t,101,UU,0.017891267934163974,0.0053330951602375,9.541583443020227e-5
1,t,102,UU,0.0121638417210542,-0.0012829768682949272,-1.5605927557713296e-5
1,t,103,UU,0.008042425423516965,-0.008199566631600153,-6.594440313980243e-5
1,t,104,UU,0.005167269083658903,-0.015420236978398894,-7.968051380117439e-5
1,t,105,UU,0.00322076183833232,-0.022946380133169297,-7.390482546077858e-5
1,t,106,UU,0.0019401626627977998,-0.030776671377284792,-5.971174869140569e-5
1,t,107,UU,0.0011201670348519645,-0.038906530725696054,-4.35818131593798e-5
1,t,108,UU,6.08245980655063e-4,-0.047327636854249455,-2.878684489049966e-5
1,t,109,UU,2.960419961982315e-4,-0.05602754221036976,-1.6586505438038543e-5
1,t,110,UU,1.0956994516791643e-4,-0.06498943686381842,-7.120889033662351e-6
2,h,50,init,6.6074746717107935,0.003810017826877843,0.025174596289861944
